id,filename,genre,subgenre,artist,title
"Rock_-_Alternative-Soundgarden_-_Black_Hole_Sun","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Soundgarden - Black Hole Sun.mid",Rock,Alternative,Soundgarden,"Black Hole Sun"
"Rock_-_Alternative-Soundgarden_-_My_Wave","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Soundgarden - My Wave.mid",Rock,Alternative,Soundgarden,"My Wave"
"Rock_-_Alternative-The_Cardigans_-_My_Favorite_Game","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/The Cardigans - My Favorite Game.mid",Rock,Alternative,The Cardigans,"My Favorite Game"
"Rock_-_Alternative-The_Smashing_Pumpkins_-_Bullet_With_Butterfly_Wings","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/The Smashing Pumpkins - Bullet With Butterfly Wings.mid",Rock,Alternative,The Smashing Pumpkins,"Bullet With Butterfly Wings"
"Rock_-_Alternative-The_Smashing_Pumpkins_-_Where_Boys_Fear_To_Tread","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/The Smashing Pumpkins - Where Boys Fear To Tread.mid",Rock,Alternative,The Smashing Pumpkins,"Where Boys Fear To Tread"
"Rock_-_Alternative-Tool_-_Aenima","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Alternative/Tool - Aenima.mid",Rock,Alternative,Tool,"Aenima"
"Rock_-_Metal-311_-_Down","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/311 - Down.mid",Rock,Metal,311,"Down"
"Rock_-_Metal-ACDC_-_Back_in_Black","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/ACDC - Back in Black.mid",Rock,Metal,ACDC,"Back in Black"
"Rock_-_Metal-Filter_-_Dose","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Filter - Dose.mid",Rock,Metal,Filter,"Dose"
"Rock_-_Metal-Guns_n_Roses_-_Welcome_to_the_Jungle","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Guns n Roses - Welcome to the Jungle.mid",Rock,Metal,Guns n Roses,"Welcome to the Jungle"
"Rock_-_Metal-Iron_Maiden_-_Aces_High","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Iron Maiden - Aces High.mid",Rock,Metal,Iron Maiden,"Aces High"
"Rock_-_Metal-Iron_Maiden_-_Revelations","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Iron Maiden - Revelations.mid",Rock,Metal,Iron Maiden,"Revelations"
"Rock_-_Metal-Limp_Bizkit_-_Break_Stuff","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Limp Bizkit - Break Stuff.mid",Rock,Metal,Limp Bizkit,"Break Stuff"
"Rock_-_Metal-Marilyn_Manson_-_Irresponsible_Hate_Anthem","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Marilyn Manson - Irresponsible Hate Anthem.mid",Rock,Metal,Marilyn Manson,"Irresponsible Hate Anthem"
"Rock_-_Metal-Marilyn_Manson_-_The_Reflecting_God","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Marilyn Manson - The Reflecting God.mid",Rock,Metal,Marilyn Manson,"The Reflecting God"
"Rock_-_Metal-Megadeth_-_99_Ways_to_Die","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Megadeth - 99 Ways to Die.mid",Rock,Metal,Megadeth,"99 Ways to Die"
"Rock_-_Metal-Metallica_-_Hit_The_Lights","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Metallica - Hit The Lights.mid",Rock,Metal,Metallica,"Hit The Lights"
"Rock_-_Metal-Metallica_-_Master_Of_Puppets","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Metallica - Master Of Puppets.mid",Rock,Metal,Metallica,"Master Of Puppets"
"Rock_-_Metal-Metallica_-_The_Four_Horsemen","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Metallica - The Four Horsemen.mid",Rock,Metal,Metallica,"The Four Horsemen"
"Rock_-_Metal-Metallica_-_The_Shortest_Straw","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Metallica - The Shortest Straw.mid",Rock,Metal,Metallica,"The Shortest Straw"
"Rock_-_Metal-Metallica_-_Through_the_Never","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Metallica - Through the Never.mid",Rock,Metal,Metallica,"Through the Never"
"Rock_-_Metal-Ozzy_Osbourne_-_Crazy_Train","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Ozzy Osbourne - Crazy Train.mid",Rock,Metal,Ozzy Osbourne,"Crazy Train"
"Rock_-_Metal-Pantera_-_Becoming","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Pantera - Becoming.mid",Rock,Metal,Pantera,"Becoming"
"Rock_-_Metal-Pantera_-_Cowboys_from_Hell","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Pantera - Cowboys from Hell.mid",Rock,Metal,Pantera,"Cowboys from Hell"
"Rock_-_Metal-Pantera_-_I'm_Broken","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Pantera - I'm Broken.mid",Rock,Metal,Pantera,"I'm Broken"
"Rock_-_Metal-Pantera_-_Walk","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Pantera - Walk.mid",Rock,Metal,Pantera,"Walk"
"Rock_-_Metal-Rage_Against_the_Machine_-_Bulls_On_Parade","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Rage Against the Machine - Bulls On Parade.mid",Rock,Metal,Rage Against the Machine,"Bulls On Parade"
"Rock_-_Metal-Rage_Against_the_Machine_-_Guerilla_Radio","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Rage Against the Machine - Guerilla Radio.mid",Rock,Metal,Rage Against the Machine,"Guerilla Radio"
"Rock_-_Metal-Rage_Against_the_Machine_-_Killing_In_The_Name","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Rage Against the Machine - Killing In The Name.mid",Rock,Metal,Rage Against the Machine,"Killing In The Name"
"Rock_-_Metal-Rage_Against_the_Machine_-_Know_Your_Enemy","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/Rage Against the Machine - Know Your Enemy.mid",Rock,Metal,Rage Against the Machine,"Know Your Enemy"
"Rock_-_Metal-White_Zombie_-_Black_Sunshine","/Users/pasquale/git/midi2vec/SLAC_MIDI_Dataset/Rock - Metal/White Zombie - Black Sunshine.mid",Rock,Metal,White Zombie,"Black Sunshine"
